sightingID,city,state,country,durationSec,ufoShape
453,"blue island",il,USA,45,circle
454,saginaw,mi,USA,4,chevron
455,"hamilton (canada)",Ontario,Canada,3600,cylinder
456,ankeny,ia,USA,120,circle
457,"palm beach gardens",fl,USA,15,light
458,"pickering (canada)",Ontario,Canada,300,circle
459,kalamazoo,mi,USA,600,fireball
460,lawrence,ks,USA,240,unknown
461,"north cincinnati",oh,USA,600,fireball
462,"essex junction",vt,USA,60,light
463,cincinnati,oh,USA,300,circle
464,cincinnati,oh,USA,240,fireball
465,naples,fl,USA,7200,light
466,bonaie,ga,USA,300,light
467,cincinnati,oh,USA,60,fireball
468,union,ky,USA,300,fireball
469,hubbardston,ma,USA,60,fireball
470,covington,ga,USA,300,light
471,drexel,oh,USA,180,sphere
472,fayetteville,ny,USA,90,chevron
473,jupiter,fl,USA,900,light
474,melbourne,fl,USA,300,sphere
475,dresser,wi,USA,60,sphere
476,lombard,il,USA,60,formation
477,"windsor (canada)",Ontario,Canada,300,light
478,"north canton",oh,USA,10,fireball
479,pinckney,mi,USA,2,fireball
480,pikeville,ky,USA,600,disk
481,"fukuoka (japan)",n/a,Japan,1200,disk
482,"kansas city",mo,USA,90,disk
483,flatwoods,wv,USA,60,circle
484,"mono lake (area)",ca,USA,5,circle
485,newport,nh,USA,300,rectangle
486,"nelchina (near)",ak,China,180,unknown
487,paterson,nj,USA,10,disk
488,"northeast cape afs",ak,USA,900,unknown
489,jacksonville,il,USA,60,unknown
490,toledo,oh,USA,180,sphere
491,tulsa,ok,USA,120,disk
492,nashville,tn,USA,1800,disk
493,graham,nc,USA,30,triangle
494,biloxi,ms,USA,900,other
495,"colonial heights",va,USA,120,sphere
496,dushore,pa,USA,300,disk
497,"edmonton (30 mi. east of&#44 hwy 16 east) (canada)",Alberta,Canada,300,diamond
498,buffalo,ny,USA,240,light
499,anacortes,wa,USA,1200,light
500,anamosa,ia,USA,60,unknown
501,corvallis,or,USA,120,disk
502,chaffee,ny,USA,600,sphere
503,greenville,il,USA,30,circle
504,"hudson&#39s hope (canada)","British Columbia",Canada,120,sphere
505,minneapolis,mn,USA,10,disk
506,boston,ma,USA,1200,cigar
507,kennebunkport,me,USA,600,circle
508,"san francisco",ca,USA,600,oval
509,"viet nam",n/a,Other,600,light
510,"kingston (canada)",Ontario,Canada,180,sphere
511,"new york city (brooklyn)",ny,USA,180,disk
512,bentonville,ar,USA,14400,other
513,"summit lake indian reservation",nv,USA,1500,oval
514,tampa,fl,USA,900,other
515,"new york city (brooklyn)",ny,USA,300,disk
516,"indian ocean (usn vessel)",n/a,Other,240,light
517,pasadena,ca,USA,180,disk
518,potwin,ks,USA,10800,unknown
519,denton,tx,USA,600,unknown
520,mosheim,tx,USA,1800,disk
521,monroe,wa,USA,900,rectangle
522,pickens/pumpkintown,sc,USA,1800,chevron
523,montezuma,in,USA,900,sphere
524,"virginia beach",va,USA,1800,disk
525,bloomington,in,USA,1200,light
526,"north st. paul",mn,USA,120,triangle
527,roseburg,or,USA,7200,cylinder
528,beatty,nv,USA,7200,disk
529,hixson,tn,USA,37800,oval
530,"valley city",oh,USA,300,disk
531,denton,tx,USA,600,unknown
532,weirton,wv,USA,240,sphere
533,"ankara (turkey)",n/a,Other,300,changing
534,deerwood,mn,USA,2,unknown
535,chester,nj,USA,600,light
536,"kincheloe air force base&#44 michigan",mi,USA,15,triangle
537,maricopa,az,USA,1200,changing
538,hartville,oh,USA,120,disk
539,fairport,ny,USA,600,disk
540,thonotosassa,fl,USA,900,disk
541,iselton,ca,USA,120,light
542,"fountain valley",ca,USA,360,other
543,ferndale,ca,USA,60,other
544,windsor,nc,USA,300,cone
545,lecompte,la,USA,300,disk
546,francesville,in,USA,900,cylinder
547,lomita,ca,USA,1200,disk
548,columbia,md,USA,120,rectangle
549,buffalo,ny,USA,10,light
550,olympia,wa,USA,7200,disk
551,pittsburgh,pa,USA,300,disk
552,cranbury,nj,USA,240,light
553,fremont,ca,USA,30,other
554,mountainboro,al,USA,20,fireball
555,shirleysburg,pa,USA,600,formation
556,"jersey city",nj,USA,180,cigar
557,hesperia,mi,USA,2400,oval
558,"mt. sterling",ky,USA,2400,disk
559,"swartz creek",mi,USA,240,fireball
560,"birmingham (uk/england)",n/a,UK,97836000,sphere
561,ayer,ma,USA,20,unknown
562,"elizabeth township",pa,USA,720,oval
563,tarboro,nc,USA,180,disk
564,waldport,or,USA,600,light
565,chatsworth,ca,USA,45,light
566,acton,me,USA,180,triangle
567,brandon,fl,USA,900,triangle
568,holton,mi,USA,240,light
569,monroe,nc,USA,300,sphere
570,jefferson,oh,USA,3600,triangle
571,"santa margarita/atascadero (between&#44 hwy 101)",ca,USA,120,other
572,lawrence,ks,USA,300,sphere
573,"klamath falls",or,USA,2700,circle
574,"n. ridgeville",oh,USA,300,triangle
575,wheeling,wv,USA,10,light
576,"west palm beach",fl,USA,10,unknown
577,"victoria (canada)","British Columbia",Canada,900,sphere
578,"roseburg (7 miles northwest of)",or,USA,1800,oval
579,alstead,nh,USA,1800,fireball
580,louisburg,nc,USA,180,triangle
581,mackay,id,USA,180,disk
582,"winchester (near)",ky,USA,300,oval
583,jacksonville,il,USA,300,circle
584,pawling,ny,USA,300,oval
585,carmichael,ca,USA,10,rectangle
586,orono,me,USA,20,disk
587,pateros,wa,USA,300,oval
588,"san pedro",ca,USA,120,light
589,jamestown,ny,USA,1200,light
590,easley,sc,USA,900,other
591,wilmington,ca,USA,900,circle
592,maryville,tn,USA,300,cigar
593,"little rock",ar,USA,300,triangle
594,mckenzie,tn,USA,900,disk
595,"las vegas",nv,USA,5,cigar
596,lafayette,ga,USA,900,other
597,"echo summit (sierra at tahoe ski area)",ca,USA,90,sphere
598,"dublin (near warner robins)",ga,USA,1200,triangle
599,springfield,mo,USA,90,egg
600,longview,tx,USA,20,unknown
601,tempe,az,USA,900,triangle
602,delaware,oh,USA,7200,light
603,pryor,mt,USA,1800,light
604,pawnee,ok,USA,1200,triangle
605,"new york city",ny,USA,15,disk
606,"tylertown/mccomb (between; on hwy. 98 )",ms,USA,1200,changing
607,chicopee,ma,USA,300,changing
608,"santa barbara",ca,USA,3,triangle
609,warsaw,mo,USA,600,cigar
610,"las vegas",nv,USA,5,circle
611,fredericksburg,pa,USA,300,disk
612,"iowa city",ia,USA,20,unknown
